"EXTF";700;21;"Buchungsstapel";12;20251204135828359;;"JE";"JERA2FIBU";"";2006873;2605;20250101;4;20251001;20251031;"Amazon 2025/10";JE;1;0;0;"EUR";;"";;;"";;;"";""
Umsatz (ohne Soll/Haben-Kz);Soll/Haben-Kennzeichen;WKZ Umsatz;Kurs;Basis-Umsatz;WKZ Basis-Umsatz;Konto;Gegenkonto (ohne BU-Schlüssel);BU-Schlüssel;Belegdatum;Belegfeld 1;Belegfeld 2;Skonto;Buchungstext;Postensperre;Diverse Adressnummer;Geschäftspartnerbank;Sachverhalt;Zinssperre;Beleglink;Beleginfo - Art 1;Beleginfo - Inhalt 1;Beleginfo - Art 2;Beleginfo - Inhalt 2;Beleginfo - Art 3;Beleginfo - Inhalt 3;Beleginfo - Art 4;Beleginfo - Inhalt 4;Beleginfo - Art 5;Beleginfo - Inhalt 5;Beleginfo - Art 6;Beleginfo - Inhalt 6;Beleginfo - Art 7;Beleginfo - Inhalt 7;Beleginfo - Art 8;Beleginfo - Inhalt 8;KOST1 - Kostenstelle;KOST2 - Kostenstelle;Kost-Menge;EU-Land und UStID (Bestimmung);EU-Steuersatz (Bestimmung);Abw. Versteuerungsart;Sachverhalt L+L;Funktionsergänzung L+L;BU 49 Hauptfunktionstyp;BU 49 Hauptfunktionsnummer;BU 49 Funktionsergänzung;Zusatzinformation - Art 1;Zusatzinformation- Inhalt 1;Zusatzinformation - Art 2;Zusatzinformation- Inhalt 2;Zusatzinformation - Art 3;Zusatzinformation- Inhalt 3;Zusatzinformation - Art 4;Zusatzinformation- Inhalt 4;Zusatzinformation - Art 5;Zusatzinformation- Inhalt 5;Zusatzinformation - Art 6;Zusatzinformation- Inhalt 6;Zusatzinformation - Art 7;Zusatzinformation- Inhalt 7;Zusatzinformation - Art 8;Zusatzinformation- Inhalt 8;Zusatzinformation - Art 9;Zusatzinformation- Inhalt 9;Zusatzinformation - Art 10;Zusatzinformation- Inhalt 10;Zusatzinformation - Art 11;Zusatzinformation- Inhalt 11;Zusatzinformation - Art 12;Zusatzinformation- Inhalt 12;Zusatzinformation - Art 13;Zusatzinformation- Inhalt 13;Zusatzinformation - Art 14;Zusatzinformation- Inhalt 14;Zusatzinformation - Art 15;Zusatzinformation- Inhalt 15;Zusatzinformation - Art 16;Zusatzinformation- Inhalt 16;Zusatzinformation - Art 17;Zusatzinformation- Inhalt 17;Zusatzinformation - Art 18;Zusatzinformation- Inhalt 18;Zusatzinformation - Art 19;Zusatzinformation- Inhalt 19;Zusatzinformation - Art 20;Zusatzinformation- Inhalt 20;Stück;Gewicht;Zahlweise;Forderungsart;Veranlagungsjahr;Zugeordnete Fälligkeit;Skontotyp;Auftragsnummer;Buchungstyp;Ust-Schlüssel (Anzahlungen);EU-Land (Anzahlungen);Sachverhalt L+L (Anzahlungen);EU-Steuersatz (Anzahlungen);Erlöskonto (Anzahlungen);Herkunft-Kz;Leerfeld;KOST-Datum;Mandatsreferenz;Skontosperre;Gesellschaftername;Beteiligtennummer;Identifikationsnummer;Zeichnernummer;Postensperre bis;Bezeichnung SoBil-Sachverhalt;Kennzeichen SoBil-Buchung;Festschreibung;Leistungsdatum;Datum Zuord.Steuerperiode;Fälligkeit;Generalumkehr (GU);Steuersatz;Land;Abrechnungsreferenz;BVV-Postion;EU-Land und UStID (Ursprung);EU-Steuersatz (Ursprung);
12,04;"H";"";;;"";1814;6770;"401";0210;"XRE-4074";"AU2025-77112";0,00;"Clemens-Brentano-/Overberg Realschule plus Koblenz Martin,Re";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
75,40;"S";"";;;"";1814;69001;"";0210;"XRE-4092";"AU2025-77174";0,00;"XRE-4092 Weidenthaler GmbH Weidenthaler,GmbH Artikel bezahlt";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
13,70;"H";"";;;"";1814;6770;"401";0210;"XRE-4092";"AU2025-77174";0,00;"Weidenthaler GmbH Weidenthaler,GmbH Amazon Kommission Weiden";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
117,91;"S";"";;;"";1814;69001;"";0210;"XRE-4108";"AU2025-76660";0,00;"XRE-4108 Salus-Klinik GmbH & Co. Bad Nauheim KG salus,klinik";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
18,26;"H";"";;;"";1814;6770;"401";0210;"XRE-4108";"AU2025-76660";0,00;"Salus-Klinik GmbH & Co. Bad Nauheim KG salus,klinik Amazon K";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
35,20;"S";"";;;"";1814;69001;"";0210;"XRE-3085";"AU2025-75763";0,00;"XRE-3085 MöllerWerke GmbH,MGP Artikel bezahlt MöllerWerke Gm";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
5,49;"H";"";;;"";1814;6770;"401";0210;"XRE-3085";"AU2025-75763";0,00;"MöllerWerke GmbH,MGP Amazon Kommission MöllerWerke GmbH,MGP ";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
37,12;"S";"";;;"";1814;69001;"";0210;"XRE-4102";"AU2025-77189";0,00;"XRE-4102 Elisabeth,Benkhauser Artikel bezahlt Elisabeth,Benk";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
5,76;"H";"";;;"";1814;6770;"401";0210;"XRE-4102";"AU2025-77189";0,00;"Elisabeth,Benkhauser Amazon Kommission Elisabeth,Benkhauser ";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
46,36;"S";"";;;"";1814;69001;"";0210;"XRE-4097";"AU2025-77166";0,00;"XRE-4097 ,Jürgen Artikel bezahlt ,Jürgen Artikel-Steuer beza";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
7,17;"H";"";;;"";1814;6770;"401";0210;"XRE-4097";"AU2025-77166";0,00;",Jürgen Amazon Kommission";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
100,80;"S";"";;;"";1814;69001;"";0210;"XRE-3863";"AU2025-76849";0,00;"XRE-3863 Schyns Medizintechnik GmbH,Schyns Medizintechnik Gm";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
15,58;"H";"";;;"";1814;6770;"401";0210;"XRE-3863";"AU2025-76849";0,00;"Schyns Medizintechnik GmbH,Schyns Medizintechnik GmbH Amazon";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
65,35;"S";"";;;"";1814;69001;"";0210;"XRE-4109";"AU2025-76565";0,00;"XRE-4109 Printuccini Justus,Numrich Artikel bezahlt Printucc";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
10,11;"H";"";;;"";1814;6770;"401";0210;"XRE-4109";"AU2025-76565";0,00;"Printuccini Justus,Numrich Amazon Kommission Printuccini Jus";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
67,35;"S";"";;;"";1814;69001;"";0210;"XRE-4109";"AU2025-76565";0,00;"XRE-4109 Printuccini Justus,Numrich Artikel bezahlt Printucc";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
10,42;"H";"";;;"";1814;6770;"401";0210;"XRE-4109";"AU2025-76565";0,00;"Printuccini Justus,Numrich Amazon Kommission Printuccini Jus";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
26,40;"S";"";;;"";1814;69001;"";0210;"XRE-4078";"AU2025-77185";0,00;"XRE-4078 Thomas,Ebinger Artikel bezahlt Thomas,Ebinger Artik";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,10;"H";"";;;"";1814;6770;"401";0210;"XRE-4078";"AU2025-77185";0,00;"Thomas,Ebinger Amazon Kommission Thomas,Ebinger Amazon Kommi";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
173,87;"S";"";;;"";1814;69001;"";0210;"XRE-4091";"AU2025-77127";0,00;"XRE-4091 Holzträume GmbH Holzträume,GmbH Artikel bezahlt Hol";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
26,89;"H";"";;;"";1814;6770;"401";0210;"XRE-4091";"AU2025-77127";0,00;"Holzträume GmbH Holzträume,GmbH Amazon Kommission Holzträume";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
50,00;"S";"";;;"";1814;69001;"";0210;"DE50001EBWDGRD";"AU2025-77168";0,00;"DE50001EBWDGRD ,Keller Artikel bezahlt ,Keller Artikel-Steue";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
3,75;"H";"";;;"";1814;1370;"";0210;"DE50001EBWDGRD";"AU2025-77168";0,00;",Keller Versandgebühr (Steuer abgeführt in DE)) ,Keller Arti";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
8,93;"H";"";;;"";1814;6770;"401";0210;"DE50001EBWDGRD";"AU2025-77168";0,00;",Keller Amazon Kommission ,Keller Amazon Kommission Versand";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
30,40;"S";"";;;"";1814;69001;"";0210;"XRE-4088";"AU2025-77153";0,00;"XRE-4088 mollenhauer,mike Artikel bezahlt mollenhauer,mike A";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,71;"H";"";;;"";1814;6770;"401";0210;"XRE-4088";"AU2025-77153";0,00;"mollenhauer,mike Amazon Kommission mollenhauer,mike Amazon K";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
20,40;"S";"";;;"";1814;69001;"";0210;"XRE-4098";"AU2025-77157";0,00;"XRE-4098 Manfred,weber Artikel bezahlt Manfred,weber Artikel";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
3,17;"H";"";;;"";1814;6770;"401";0210;"XRE-4098";"AU2025-77157";0,00;"Manfred,weber Amazon Kommission Manfred,weber Amazon Kommiss";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
112,93;"S";"";;;"";1814;69001;"";0210;"XRE-4082";"AU2025-77053";0,00;"XRE-4082 Nicolai,Bützler Artikel bezahlt Nicolai,Bützler Art";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
17,46;"H";"";;;"";1814;6770;"401";0210;"XRE-4082";"AU2025-77053";0,00;"Nicolai,Bützler Amazon Kommission Nicolai,Bützler Amazon Kom";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
30,13;"S";"";;;"";1814;69001;"";0210;"XRE-4089";"AU2025-77178";0,00;"XRE-4089 ,Dietmar  Bayer Artikel bezahlt ,Dietmar  Bayer Art";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,67;"H";"";;;"";1814;6770;"401";0210;"XRE-4089";"AU2025-77178";0,00;",Dietmar  Bayer Amazon Kommission ,Dietmar  Bayer Amazon Kom";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
30,13;"S";"";;;"";1814;69001;"";0210;"XRE-4089";"AU2025-77178";0,00;"XRE-4089 ,Dietmar  Bayer Artikel bezahlt ,Dietmar  Bayer Art";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,67;"H";"";;;"";1814;6770;"401";0210;"XRE-4089";"AU2025-77178";0,00;",Dietmar  Bayer Amazon Kommission ,Dietmar  Bayer Amazon Kom";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
30,14;"S";"";;;"";1814;69001;"";0210;"XRE-4089";"AU2025-77178";0,00;"XRE-4089 ,Dietmar  Bayer Artikel bezahlt ,Dietmar  Bayer Art";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
4,67;"H";"";;;"";1814;6770;"401";0210;"XRE-4089";"AU2025-77178";0,00;",Dietmar  Bayer Amazon Kommission ,Dietmar  Bayer Amazon Kom";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
49,90;"S";"";;;"";1814;69001;"";0210;"XRE-4103";"AU2025-77199";0,00;"XRE-4103 Michael,Heimpel Artikel bezahlt Michael,Heimpel Art";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
7,70;"H";"";;;"";1814;6770;"401";0210;"XRE-4103";"AU2025-77199";0,00;"Michael,Heimpel Amazon Kommission Michael,Heimpel Amazon Kom";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
191,68;"S";"";;;"";1814;69001;"";0210;"XRE-2954";"AU2025-75555";0,00;"XRE-2954 Rebtec GmbH Sören,H. Artikel bezahlt Rebtec GmbH Sö";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
29,66;"H";"";;;"";1814;6770;"401";0210;"XRE-2954";"AU2025-75555";0,00;"Rebtec GmbH Sören,H. Amazon Kommission Rebtec GmbH Sören,H. ";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
59,43;"S";"";;;"";1814;69001;"";0210;"XRE-4096";"AU2025-77111";0,00;"XRE-4096 A.M.,Dijkhuis Artikel bezahlt A.M.,Dijkhuis Artikel";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
9,19;"H";"";;;"";1814;6770;"401";0210;"XRE-4096";"AU2025-77111";0,00;"A.M.,Dijkhuis Amazon Kommission A.M.,Dijkhuis Amazon Kommiss";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
22,13;"S";"";;;"";1814;69001;"";0210;"XRE-4079";"AU2025-77149";0,00;"XRE-4079 lutwin,schmitt Artikel bezahlt lutwin,schmitt Artik";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
3,44;"H";"";;;"";1814;6770;"401";0210;"XRE-4079";"AU2025-77149";0,00;"lutwin,schmitt Amazon Kommission lutwin,schmitt Amazon Kommi";;"";;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"";;;;;;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;;"";2025;;;"";"";;"";;;;"";"";;"";;"";;"";"";;"";;0;;;;"";;"";;;"";;
